rc_original_app_user_id,rc_last_seen_app_user_id_alias,country,country_source,product_identifier,product_display_name,product_duration,start_time,end_time,grace_period_end_time,effective_end_time,store,is_auto_renewable,is_trial_period,is_in_intro_offer_period,is_sandbox,price_in_usd,purchase_price_in_usd,takehome_percentage,tax_percentage,commission_percentage,store_transaction_id,original_store_transaction_id,refunded_at,unsubscribe_detected_at,billing_issues_detected_at,purchased_currency,price_in_purchased_currency,purchase_price_in_purchased_currency,entitlement_identifiers,renewal_number,is_trial_conversion,presented_offering,ownership_type,reserved_subscriber_attributes,custom_subscriber_attributes,platform,experiment_id,experiment_variant,updated_at,offer,offer_type,first_seen_time,auto_resume_time
$RCAnonymousID:1318037538065121,$RCAnonymousID:2420070284780697,GB,estimated,rc_subscription_monthly,Monthly $9.99,P1Y,2023-09-25 00:58:03,2023-01-22 06:41:40,,2023-12-01 04:49:06,play_store,False,False,True,True,2.7,8.31,0.85,0.1854,0.17,649932002777786,655961173740265,,,,USD,6.67,6.24,"['membership', 'full_access']",5,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp7087876,b,2023-05-01 05:50:14,holiday_offer,,2023-04-23 05:08:05,
$RCAnonymousID:7108460629732660,$RCAnonymousID:2971473356674294,GB,from_sdk,rc_subscription_weekly,Weekly $2.99,P1M,2023-10-24 02:46:16,2023-08-01 03:24:59,,2023-04-05 06:27:30,play_store,True,True,True,False,6.49,9.21,0.7,0.1666,0.16,194965907242920,709541633796569,2023-08-11 06:10:47,,2023-02-23 10:35:27,USD,8.38,5.04,"['membership', 'full_access']",1,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-12-21 11:13:15,holiday_offer,,2023-03-10 09:38:58,2023-06-13 22:53:47
$RCAnonymousID:9656642150332768,$RCAnonymousID:1796531981609681,DE,from_sdk,rc_subscription_annual,Monthly $9.99,P1Y,2023-04-01 14:59:01,2023-03-20 17:40:36,,2023-01-30 16:50:36,stripe,False,True,True,False,1.47,9.21,0.7,0.1777,0.14,482981929219968,415175050355615,,2023-07-07 13:10:48,2023-01-25 14:04:14,EUR,4.79,7.73,"['membership', 'full_access']",3,True,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-10-13 11:48:50,holiday_offer,offer_code,2023-05-26 13:51:34,
$RCAnonymousID:9989652566791262,$RCAnonymousID:3408408633522030,US,estimated,rc_subscription_annual,Monthly $9.99,P1Y,2023-10-17 16:18:21,2023-05-31 13:35:03,,2023-04-17 06:16:22,app_store,True,False,False,True,1.91,4.29,0.85,0.1146,0.17,137459763965652,521893916376688,2023-10-08 22:58:28,,2023-10-04 10:27:31,EUR,5.44,7.31,['membership'],2,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-03-07 22:26:29,,discount,2023-10-18 23:08:10,
$RCAnonymousID:4717021240269434,$RCAnonymousID:6602859823620404,DE,from_sdk,rc_subscription_weekly,Weekly $2.99,P1M,2023-08-30 08:21:35,2023-09-22 13:28:18,2023-10-12 10:13:02,2023-02-01 02:39:08,stripe,False,False,False,True,2.02,7.09,0.85,0.1709,0.17,809463801718960,892067598109151,,2023-03-12 12:25:37,,USD,2.78,9.49,['membership'],5,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,,2023-11-28 21:12:28,,discount,2023-02-03 22:28:29,2023-12-31 02:07:45
$RCAnonymousID:5434616974272596,$RCAnonymousID:5588808444691562,DE,from_sdk,rc_subscription_monthly,Monthly $9.99,P1M,2023-11-03 22:32:51,2023-05-31 02:57:12,,2023-01-26 13:30:11,stripe,True,False,True,False,5.0,1.91,0.85,0.1344,0.13,323397062689427,751562490087621,2023-01-28 08:09:19,,,USD,1.02,6.55,"['membership', 'full_access']",3,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,b,2023-01-19 04:20:27,,discount,2023-12-10 10:22:56,
$RCAnonymousID:5144748491349097,$RCAnonymousID:6481276979672243,FR,from_sdk,rc_subscription_annual,Monthly $9.99,P1M,2023-02-09 01:43:56,2023-06-06 01:43:53,2023-05-08 16:40:46,2023-04-27 05:38:23,app_store,False,True,True,False,1.44,4.76,0.7,0.1795,0.16,439078994192494,387062903148360,,,2023-08-15 03:51:48,USD,2.99,9.36,['membership'],4,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,a,2023-12-23 01:16:33,,,2023-09-13 19:05:48,
$RCAnonymousID:2931666024839856,$RCAnonymousID:5495254249679602,DE,estimated,rc_subscription_monthly,Annual $99.99,P1M,2023-09-28 20:37:27,2023-07-14 10:46:13,,2023-11-16 07:10:28,app_store,False,False,False,False,4.96,9.15,0.85,0.1623,0.19,781058833044550,210900060285439,2023-09-25 06:07:36,,,EUR,2.8,2.12,['full_access'],5,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp1909480,a,2023-07-18 00:41:04,holiday_offer,,2023-12-26 08:25:56,
$RCAnonymousID:3771099528190088,$RCAnonymousID:1919821599815313,FR,estimated,rc_subscription_annual,Annual $99.99,P1M,2023-01-29 03:50:43,2023-12-19 14:56:08,2023-05-06 22:36:15,2023-10-07 05:25:36,play_store,False,True,True,False,9.04,9.44,0.7,0.1586,0.14,472015536546667,131314200586251,2023-03-13 12:24:22,,,GBP,6.13,1.11,"['membership', 'full_access']",2,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,a,2023-08-02 07:14:28,,,2023-12-13 12:12:00,2023-06-25 09:04:26
$RCAnonymousID:6946539236507802,$RCAnonymousID:5514804707886061,GB,estimated,rc_subscription_weekly,Weekly $2.99,P1M,2023-05-22 17:16:22,2023-11-29 21:44:44,,2023-01-02 16:28:12,app_store,False,False,False,True,1.4,9.65,0.85,0.1426,0.12,399706535624806,842620613967044,,,,GBP,2.7,4.87,['membership'],3,True,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp2894287,,2023-05-13 02:04:32,holiday_offer,,2023-03-03 03:32:24,
$RCAnonymousID:2441746291476222,$RCAnonymousID:9612020424158469,FR,estimated,rc_subscription_annual,Monthly $9.99,P1Y,2023-09-17 05:56:23,2023-08-28 16:41:21,,2023-04-17 04:07:36,app_store,False,True,False,True,9.99,7.86,0.7,0.1938,0.12,394461428099489,129833911025014,,,,EUR,7.17,1.51,"['membership', 'full_access']",1,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,,2023-09-04 11:01:04,,discount,2023-09-25 04:05:22,
$RCAnonymousID:3882041675498388,$RCAnonymousID:4231590366522685,CA,estimated,rc_subscription_weekly,Annual $99.99,P1M,2023-12-06 01:24:52,2023-04-27 17:02:19,2023-06-19 20:48:46,2023-03-24 11:27:20,play_store,False,False,False,True,8.89,8.87,0.7,0.1164,0.16,146762627316563,414963995545824,,2023-03-31 17:12:08,,USD,7.53,7.22,['membership'],3,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp1640520,,2023-08-15 03:58:17,holiday_offer,discount,2023-07-23 04:24:42,
$RCAnonymousID:3912166054060123,$RCAnonymousID:5842448084177504,US,estimated,rc_subscription_monthly,Annual $99.99,P1Y,2023-07-25 06:27:48,2023-09-27 10:04:47,,2023-11-10 03:53:41,app_store,True,True,True,False,2.88,7.09,0.85,0.1436,0.16,508187556046126,967968923307289,2023-02-19 12:58:06,,,USD,5.6,6.47,['full_access'],4,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp8917894,,2023-09-05 01:29:13,,,2023-04-28 22:30:36,
$RCAnonymousID:9478002093334772,$RCAnonymousID:2537835716324005,FR,estimated,rc_subscription_annual,Annual $99.99,P1W,2023-03-21 23:44:23,2023-01-04 23:01:17,2023-04-19 11:37:28,2023-09-04 21:26:57,app_store,True,False,True,False,8.02,6.62,0.85,0.136,0.18,809577067946963,958391953865629,,2023-08-26 15:44:36,,EUR,5.19,5.6,['full_access'],5,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp6338955,a,2023-08-30 01:23:34,,discount,2023-07-08 14:26:09,
$RCAnonymousID:1521085930223413,$RCAnonymousID:3922634140729627,US,from_sdk,rc_subscription_monthly,Monthly $9.99,P1M,2023-01-20 20:14:43,2023-10-13 00:10:43,,2023-02-09 11:15:48,play_store,True,True,False,True,7.68,7.15,0.7,0.1537,0.16,216767037033115,116220525208346,2023-04-03 03:45:24,2023-10-03 06:07:24,,USD,3.19,4.96,"['membership', 'full_access']",2,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp4738604,b,2023-09-01 06:50:13,,offer_code,2023-12-01 09:33:20,
$RCAnonymousID:2391707317981818,$RCAnonymousID:1345782040701944,US,estimated,rc_subscription_annual,Monthly $9.99,P1W,2023-06-30 18:42:10,2023-09-12 01:46:31,2023-07-03 05:43:04,2023-10-11 12:52:52,app_store,False,False,False,False,7.87,2.54,0.85,0.1622,0.11,990874277856898,645922886180916,2023-07-31 01:18:38,2023-05-19 16:07:25,2023-05-29 16:35:48,USD,7.0,7.47,['full_access'],2,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,b,2023-08-27 15:53:42,holiday_offer,,2023-12-07 06:27:26,
$RCAnonymousID:9981003904229622,$RCAnonymousID:8608154654851011,GB,estimated,rc_subscription_weekly,Monthly $9.99,P1Y,2023-04-16 16:18:20,2023-10-08 12:13:53,2023-02-09 13:27:17,2023-10-04 12:01:18,stripe,True,True,False,False,9.53,1.32,0.85,0.1484,0.16,962833425248461,365494752758335,2023-01-11 04:08:38,,2023-07-01 10:11:07,USD,8.52,2.73,"['membership', 'full_access']",3,True,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp1428615,,2023-08-17 12:24:32,black_friday_discount,,2023-11-11 15:54:09,2023-01-02 23:37:07
$RCAnonymousID:4230707094782913,$RCAnonymousID:9858200926409963,FR,estimated,rc_subscription_monthly,Weekly $2.99,P1W,2023-10-25 01:08:11,2023-02-14 02:03:03,,2023-09-14 07:50:39,app_store,True,False,True,False,1.85,2.07,0.85,0.1741,0.19,989923059114301,332996136215369,2023-08-22 12:35:42,2023-10-31 07:06:37,2023-12-29 12:30:54,USD,1.91,8.29,['membership'],1,False,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,,2023-06-18 17:56:21,,offer_code,2023-10-25 14:45:18,2023-04-04 02:43:59
$RCAnonymousID:6923619495267560,$RCAnonymousID:7434995934856218,FR,estimated,rc_subscription_monthly,Weekly $2.99,P1Y,2023-09-16 10:58:33,2023-07-15 07:13:20,2023-08-03 16:38:50,2023-12-31 04:21:26,stripe,False,False,False,False,5.74,7.24,0.7,0.1615,0.13,675045443845925,529450418535862,2023-04-06 23:00:58,2023-12-02 17:16:48,2023-09-22 17:07:40,GBP,1.35,2.19,['full_access'],4,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp4950857,,2023-03-22 22:41:58,,offer_code,2023-11-06 05:07:50,
$RCAnonymousID:8423270770708590,$RCAnonymousID:2331661351211920,CA,estimated,rc_subscription_weekly,Weekly $2.99,P1W,2023-12-23 09:00:43,2023-08-21 18:36:00,,2023-10-14 19:44:18,app_store,True,False,False,True,7.38,1.62,0.7,0.1523,0.19,173330825553339,910018511549921,2023-01-06 02:29:13,2023-02-19 08:03:28,,EUR,8.73,3.44,['membership'],2,True,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp2148931,,2023-03-04 13:14:44,,discount,2023-09-30 18:00:58,2023-10-10 04:15:13
$RCAnonymousID:2814194114482331,$RCAnonymousID:9959353622721743,GB,from_sdk,rc_subscription_weekly,Weekly $2.99,P1W,2023-09-06 17:44:21,2023-06-13 14:56:10,,2023-07-25 05:21:35,play_store,True,True,False,False,9.91,4.02,0.85,0.1736,0.12,115035142169772,813681939867102,,,,GBP,4.44,7.63,['full_access'],4,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-07-07 13:00:06,,,2023-08-05 11:16:19,
$RCAnonymousID:2390983039147185,$RCAnonymousID:9121754407462885,DE,from_sdk,rc_subscription_annual,Weekly $2.99,P1W,2023-09-23 12:52:17,2023-02-02 02:26:49,,2023-11-07 07:38:44,play_store,False,False,False,True,2.14,6.55,0.7,0.1605,0.14,748566437344908,896503364184298,,2023-03-26 22:53:29,2023-12-18 05:06:58,USD,1.37,8.93,"['membership', 'full_access']",2,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp2319942,,2023-08-29 12:08:21,,offer_code,2023-09-17 14:12:11,
$RCAnonymousID:5903803941184118,$RCAnonymousID:6057986678424530,GB,from_sdk,rc_subscription_monthly,Annual $99.99,P1M,2023-12-01 22:09:57,2023-02-18 12:47:28,2023-04-05 05:39:58,2023-12-07 17:33:56,app_store,True,False,False,False,9.71,2.81,0.7,0.112,0.1,223671196348553,753889053077960,2023-11-03 08:24:01,2023-10-13 04:40:14,,USD,6.3,9.61,['full_access'],4,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp1954463,a,2023-01-06 09:23:54,,,2023-05-05 12:19:49,
$RCAnonymousID:9423044465115126,$RCAnonymousID:6625521773276798,US,estimated,rc_subscription_monthly,Monthly $9.99,P1Y,2023-07-05 14:38:53,2023-05-30 23:30:54,2023-05-01 14:50:43,2023-09-23 18:39:29,app_store,True,False,False,False,1.83,5.04,0.85,0.1433,0.12,903460899030713,226974042175063,2023-01-11 22:09:17,2023-04-04 13:34:47,,USD,8.39,3.31,['full_access'],2,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp7712362,a,2023-01-29 16:12:54,holiday_offer,,2023-09-21 04:22:10,
$RCAnonymousID:9765978015615524,$RCAnonymousID:9356046869995562,GB,from_sdk,rc_subscription_weekly,Weekly $2.99,P1Y,2023-08-16 14:03:15,2023-01-22 15:16:08,2023-01-19 01:13:26,2023-12-30 04:03:20,app_store,False,False,True,True,6.15,1.81,0.85,0.1949,0.17,396278133661366,787594533714901,,2023-06-03 17:27:08,,GBP,9.5,2.2,"['membership', 'full_access']",2,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-03-04 17:18:37,,discount,2023-03-17 20:51:15,2023-01-26 01:22:19
$RCAnonymousID:8306557552614453,$RCAnonymousID:8923135414293681,US,from_sdk,rc_subscription_weekly,Weekly $2.99,P1Y,2023-05-08 01:30:53,2023-12-23 17:26:57,2023-09-25 04:08:26,2023-08-20 07:16:17,stripe,False,True,False,False,9.05,9.59,0.85,0.1429,0.18,978053616260175,123523072274093,,2023-04-26 14:25:14,2023-11-24 10:49:08,GBP,7.58,8.86,['full_access'],4,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp6103154,b,2023-08-22 01:00:05,black_friday_discount,,2023-03-31 20:08:52,
$RCAnonymousID:6741247977561231,$RCAnonymousID:4521788706173627,GB,estimated,rc_subscription_monthly,Annual $99.99,P1Y,2023-06-06 05:53:05,2023-03-22 20:29:14,2023-08-04 02:05:12,2023-10-31 15:28:03,play_store,True,True,False,False,2.02,5.71,0.85,0.1039,0.17,389537024851425,429191491521268,,,2023-05-31 00:36:23,GBP,3.6,7.86,"['membership', 'full_access']",1,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp9072286,,2023-12-22 17:41:43,,offer_code,2023-09-21 02:57:48,
$RCAnonymousID:3649507184354967,$RCAnonymousID:7749763428321960,US,estimated,rc_subscription_weekly,Monthly $9.99,P1Y,2023-06-15 04:48:15,2023-03-26 20:12:00,2023-11-06 11:03:04,2023-01-30 21:25:44,play_store,False,True,True,True,9.93,5.53,0.85,0.1303,0.13,509580088575827,397488105344887,2023-05-04 02:02:29,2023-02-13 14:26:44,2023-04-28 02:54:19,EUR,3.15,5.39,['full_access'],3,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,,2023-10-18 22:09:56,holiday_offer,offer_code,2023-10-17 20:22:20,
